DateTime,RECORD,BattV_Min,PTemp_C_Max,AirTC_Max,AirTC_Min,AirTC_Avg,RH_Max,RH_Min,WS_ms_Max,WS_ms_Min,WS_ms_Avg,WindDir,Rain_mm_Tot
03/10/2022 10:10:00,11928,13.24,29.05,122.9,62.96,83.8,51.85,7.368,0.97,0.245,0.704,69.44,0
03/10/2022 10:20:00,11929,13.26,29.08,122.2,63.74,82.2,49.12,11.25,1.127,0.48,0.727,75,0
03/10/2022 10:30:00,11930,13.31,29.32,113,65.58,84.3,52.22,15.43,1.137,0.147,0.758,81.4,0
03/10/2022 10:40:00,11931,13.33,29.55,113.2,65.65,80.7,48.72,6.925,1.509,0.617,1.153,113.3,0
03/10/2022 10:50:00,11932,13.35,29.78,112.1,66.84,82.7,42.49,3.386,1.441,0.686,1.17,118.9,0
03/10/2022 11:00:00,11933,13.42,31.55,127,72.97,84.8,46.27,3.352,1.499,0.774,1.106,115.2,0
03/10/2022 11:10:00,11934,13.55,31.79,114.5,66.5,85.3,36.6,14.54,1.519,0.931,1.22,98.2,0
03/10/2022 11:20:00,11935,13.87,31.05,111.6,68.37,84.5,48.65,6.347,1.627,1.039,1.344,89.5,0
03/10/2022 11:30:00,11936,13.85,31.79,113.1,69.43,82.6,35.38,14.41,1.784,1.058,1.493,95.4,0
03/10/2022 11:40:00,11937,13.84,32.51,112.1,69.19,84.4,39.8,10.23,2.342,1.558,1.877,108.9,0
03/10/2022 11:50:00,11938,13.83,33.03,116.4,75.89,84.9,49.46,2.229,2.038,1.411,1.703,112,0
03/10/2022 12:00:00,11939,13.83,33.47,115.2,69.66,84.1,35.85,11.83,1.989,1.264,1.67,95.4,0
03/10/2022 12:10:00,11940,13.82,33.96,110.3,71.33,84.5,49.19,11.21,1.823,1.098,1.519,100.9,0
03/10/2022 12:20:00,11941,13.81,34.5,109.7,65.99,82.2,46.16,10.98,1.411,0.774,1.068,96.8,0
03/10/2022 12:30:00,11942,13.81,34.96,115.1,73.68,84.6,47.86,11.28,1.666,0.843,1.401,105.1,0
03/10/2022 12:40:00,11943,13.79,35.32,114.8,67.62,83.5,54.2,14.68,2.146,1.313,1.768,129.9,0
03/10/2022 12:50:00,11944,13.79,35.48,115,71.37,83.2,47.22,6.619,2.332,1.529,1.92,128.5,0
03/10/2022 13:00:00,11945,13.79,35.44,115.7,65.42,83.2,42.76,11.49,2.274,1.539,2.004,136.3,0
03/10/2022 13:10:00,11946,13.8,35.32,115.8,67.05,83.1,36.16,15.03,2.509,1.529,2.096,131.6,0
03/10/2022 13:20:00,11947,13.8,35.28,102.7,66.95,83.3,49.94,6.96,2.783,1.764,2.416,128.9,0
03/10/2022 13:30:00,11948,13.81,35.24,107.1,65.93,83,48.72,10.87,3.175,1.921,2.808,143.5,0
03/10/2022 13:40:00,11949,13.81,35.12,111.5,69.33,82.5,44.19,19.04,3.244,2.029,2.581,135.4,0
03/10/2022 13:50:00,11950,13.81,34.96,108.3,65.01,82,53.42,9.24,3.028,2.107,2.601,148.2,0
03/10/2022 14:00:00,11951,13.81,34.85,114.9,68.04,87.4,44.91,16.76,2.822,1.882,2.385,147,0
03/10/2022 14:10:00,11952,13.81,34.77,112.5,66.51,82.4,35.96,27.52,2.509,1.196,2.058,135.7,0
03/10/2022 14:20:00,11953,13.81,34.85,114.8,67.46,82.6,54.47,8.32,1.803,0.96,1.405,143.1,0
03/10/2022 14:30:00,11954,13.81,34.88,111.6,66.65,83,53.89,13.39,2.509,1.656,2.191,127,0
03/10/2022 14:40:00,11955,13.8,35.04,116,66.23,83.5,54.37,21.7,2.352,1.107,1.629,129.6,0
03/10/2022 14:50:00,11956,13.8,35.36,113.9,66.17,81.5,52.09,24.56,3.303,1.313,1.775,107.9,0
03/10/2022 15:00:00,11957,13.79,35.52,117.4,66.92,82.7,59.75,22.65,3.557,2.166,2.877,112.2,0
03/10/2022 15:10:00,11958,13.79,35.56,114.2,67.6,83.5,49.64,9.82,3.959,2.391,3.041,122.1,0
03/10/2022 15:20:00,11959,13.78,35.56,83.6,70.4,80.1,48.38,3.965,3.616,1.666,2.584,78.34,0
03/10/2022 15:30:00,11960,13.78,35.63,114,69.41,83.7,55.32,7.981,2.626,0.823,1.814,159.9,0
03/10/2022 15:40:00,11961,13.78,35.68,113.3,66.58,82.1,38.31,15.2,2.803,0.029,1.603,125.6,0
03/10/2022 15:50:00,11962,13.78,35.71,96.1,66.82,81.1,50.83,12.44,3.175,0.706,1.928,114.8,0
03/10/2022 16:00:00,11963,13.77,35.71,113.9,70.73,83,41.98,24.69,4.626,1.656,3.032,100.4,0
03/10/2022 16:10:00,11964,13.77,35.68,108.4,67.91,82.6,53.04,6.688,5.674,3.675,4.622,82.7,0
03/10/2022 16:20:00,11965,13.78,35.56,103,68.42,82.2,54.85,6.075,6.213,4.126,5.244,107.9,0
03/10/2022 16:30:00,11966,13.78,35.4,109.3,66.86,82.8,50.12,16.97,6.194,3.783,5.027,104.2,0
03/10/2022 16:40:00,11967,13.79,35.16,101.7,69.21,81.4,33.13,25.61,5.547,3.744,4.588,92.8,0
03/10/2022 16:50:00,11968,13.8,34.93,113,66.99,83.7,48.18,5.395,5.076,3.067,4.01,89.3,0
03/10/2022 17:00:00,11969,13.8,34.65,110,72.51,83.1,48.08,7.539,5.321,3.567,4.419,94.9,0
03/10/2022 17:10:00,11970,13.8,34.42,115.2,69.81,82.6,35.24,28.2,5.743,3.391,4.786,91.2,0
03/10/2022 17:20:00,11971,13.19,34.19,114.4,66.61,83.3,53.86,9.89,6.978,4.714,5.747,93.5,0
03/10/2022 17:30:00,11972,12.97,39.04,112.6,64.98,80.9,48.96,21.46,7.085,4.714,5.76,77.7,0
03/10/2022 17:40:00,11973,12.94,37.57,114.1,56.11,78.96,66.81,14.82,6.88,4.537,5.758,83.8,0
03/10/2022 17:50:00,11974,12.91,37.91,123.3,58.4,81.9,68.09,7.367,6.458,4.684,5.649,87.7,0
03/10/2022 18:00:00,11975,12.89,37.57,122.4,55.72,81,62.91,7.913,6.654,4.665,5.622,80.2,0
03/10/2022 18:10:00,11976,12.85,37.19,118.5,62.6,82.9,55.32,13.15,6.684,3.891,5.466,70.99,0
03/10/2022 18:20:00,11977,12.84,36.61,122.4,56.37,82,51.18,15.13,6.223,3.42,5.086,64.62,0
03/10/2022 18:30:00,11978,12.84,35.59,122.1,55.04,82.1,50.88,20.74,6.409,3.881,5.375,69.51,0
03/10/2022 18:40:00,11979,12.82,35.52,122.1,61,82.1,66.32,29.15,6.458,2.136,3.981,77.84,0
03/10/2022 18:50:00,11980,12.82,35.44,122.9,64.13,81.2,40.76,20.95,5.086,2.783,3.777,78.81,0
03/10/2022 19:00:00,11981,12.8,31.58,117.6,66.21,81.2,41.81,10.47,4.871,2.558,3.641,87.8,0
03/10/2022 19:10:00,11982,12.8,35.16,103.1,62.22,79.81,54,7.947,4.371,2.352,3.34,87.3,0
03/10/2022 19:20:00,11983,12.8,34.61,105.1,56.01,79.34,43.08,18.23,4.733,2.558,3.533,85.6,0
03/10/2022 19:30:00,11984,12.79,34.77,123.3,62.57,83.1,50.25,21.09,3.822,2.548,3.155,78.67,0
03/10/2022 19:40:00,11985,12.78,34.38,117.4,67.61,82.1,52.57,8.53,3.087,1.735,2.403,101.7,0
03/10/2022 19:50:00,11986,12.77,34.42,109,60.55,81,65.22,14.31,2.764,1.039,1.87,109.5,0
03/10/2022 20:00:00,11987,12.76,34.11,115.8,66.11,83.4,45.48,5.363,2.744,1.578,1.983,134,0
03/10/2022 20:10:00,11988,12.75,33.43,115.4,56.82,80.6,55.73,12.56,2.685,0.833,1.74,132.8,0
03/10/2022 20:20:00,11989,12.74,33.85,112.7,57.95,83,46.5,8.83,2.176,0.245,1.243,198,0
03/10/2022 20:30:00,11990,12.74,33.29,117.9,62.63,84.4,43.03,5.802,1.803,0.157,1.109,193.8,0
03/10/2022 20:40:00,11991,12.72,33.77,115.6,62.4,81.4,61.6,16.39,2.283,0.431,1.309,163.8,0
03/10/2022 20:50:00,11992,12.72,33.59,124.9,65.9,82.8,50.69,4.407,1.578,0.343,1.028,198.6,0
03/10/2022 21:00:00,11993,12.72,33.32,104.2,70.9,81.2,64.82,6.211,2.156,0.255,1.23,213.3,0
03/10/2022 21:10:00,11994,12.71,32.84,109.6,56.56,79.82,64.54,15.77,2.293,0.48,1.392,216.5,0
03/10/2022 21:20:00,11995,12.71,33.21,113.5,58.09,80.7,50.32,14.55,1.833,0.588,1.051,187.2,0
03/10/2022 21:30:00,11996,12.7,32.3,118.4,59.8,81.5,49.5,25.6,3.597,0.461,1.614,84.1,0
03/10/2022 21:40:00,11997,12.68,29.58,122.8,66.39,83.5,47.15,10.12,4.332,2.577,3.463,71.79,0
03/10/2022 21:50:00,11998,12.68,32.48,119.3,62.73,84.5,65.38,17.41,4.4,3.342,3.918,60.7,0
03/10/2022 22:00:00,11999,12.68,32.48,115.2,60.35,80.8,63.36,16.59,4.341,2.754,3.583,66.59,0
03/10/2022 22:10:00,12000,12.67,32.37,114.1,55.57,82.5,61.85,15.39,4.929,2.421,3.367,75.63,0
03/10/2022 22:20:00,12001,12.66,29.48,112.6,59.51,81.3,64.04,27.72,4.645,3.312,4.01,70.39,0
03/10/2022 22:30:00,12002,12.66,31.69,108,56.85,80.1,62.14,27.03,5.008,3.361,4.15,68.05,0
03/10/2022 22:40:00,12003,12.65,32.15,115.5,64.09,81.1,49.53,26.63,5.312,3.636,4.617,67.63,0
03/10/2022 22:50:00,12004,12.64,31.37,123.5,58.63,84.3,40.52,25.91,4.763,3.44,4.162,60.36,0
03/10/2022 23:00:00,12005,12.63,31.94,124.8,54.83,81,41.74,11.59,4.665,2.813,3.895,58.42,0
03/10/2022 23:10:00,12006,12.62,31.72,117.7,59.29,81,46.71,10.33,3.949,2.332,3.341,55.07,0
03/10/2022 23:20:00,12007,12.62,31.58,123.6,56.84,84.4,58.62,23.7,4.361,2.068,2.849,40.23,0
03/10/2022 23:30:00,12008,12.61,31.62,108.1,63.17,81.1,49.16,4.577,3.577,2.342,2.948,44.94,0
03/10/2022 23:40:00,12009,12.61,31.51,123.5,55.26,80.2,41.69,11.21,3.479,2.048,2.682,24.11,0
03/10/2022 23:50:00,12010,12.61,31.37,124.6,55.32,81.6,63.59,27.38,2.881,1.48,1.939,15.66,0
04/10/2022 00:00:00,12011,12.6,28.62,124.4,59.53,79.2,64.07,12.2,2.568,1.695,2.116,3.214,0
04/10/2022 00:10:00,12012,12.59,31.09,125.3,55.27,80.9,62.05,24.48,3.018,1.372,2.072,1.619,0
04/10/2022 00:20:00,12013,12.58,28.46,123,68.36,83.6,33.6,16.43,3.861,1.999,3.182,33.85,0
04/10/2022 00:30:00,12014,12.58,30.57,123.7,56.5,80.1,52.97,8.22,4.312,2.274,3.256,19.6,0
04/10/2022 00:40:00,12015,12.58,30.84,108.7,61.98,82.6,56.41,27.2,5.223,2.234,4.068,38.25,0
04/10/2022 00:50:00,12016,12.56,30.88,125.5,58.34,80.7,44.24,11.18,5.321,2.372,4.149,55.51,0
04/10/2022 01:00:00,12017,12.56,30.46,123.4,58.92,81.6,53.27,3.487,4.067,2.107,3.094,47.07,0
04/10/2022 01:10:00,12018,12.55,30.22,117,58.8,80.5,64.26,4.101,4.567,1.98,3.252,44.29,0
04/10/2022 01:20:00,12019,12.55,30.46,115.4,61.16,79.65,40.49,22.72,2.911,0.99,1.899,43.68,0
04/10/2022 01:30:00,12020,12.55,30.46,121.5,59.52,80.9,45.92,3.931,2.519,0.02,1.535,248.6,0
04/10/2022 01:40:00,12021,12.54,30.33,121.4,66.39,81.2,56.8,13.66,1.744,0.539,1.085,264.2,0
04/10/2022 01:50:00,12022,12.54,30.19,115.8,66.37,81.1,38.58,22,1.676,0.617,1.212,242.5,0
04/10/2022 02:00:00,12023,12.53,30.05,115.3,64.23,81.8,62.54,15.74,1.744,0.255,0.88,242.2,0
04/10/2022 02:10:00,12024,12.53,27.72,120.6,61.79,82.5,36.23,2.978,1.176,0,0.438,319.8,0
04/10/2022 02:20:00,12025,12.52,29.42,118.3,65.28,81.5,63.59,25.81,0.813,0,0.333,245.5,0
04/10/2022 02:30:00,12026,12.51,29.08,119.6,57.83,82,51.34,6.177,2.078,0,1.272,328.7,0
04/10/2022 02:40:00,12027,12.5,28.76,110.7,55.18,80.9,46.24,25.17,1.568,0.02,0.807,246.8,0
04/10/2022 02:50:00,12028,12.51,29.08,117.5,56.16,79.88,61.14,23.26,2.146,0.578,1.278,243.1,0
04/10/2022 03:00:00,12029,12.49,28.95,123.3,63.59,84.9,62.79,25.7,2.097,0.363,1.146,232.6,0
04/10/2022 03:10:00,12030,12.49,26.93,111.1,55.44,80.1,55.19,23.57,1.764,0,0.86,251.6,0
04/10/2022 03:20:00,12031,12.49,28.76,125.4,61.6,81.8,45.52,6.789,1.95,0.902,1.291,244.6,0
04/10/2022 03:30:00,12032,12.48,28.43,122.4,63.44,82.8,44.97,6.687,1.793,0.402,1.081,253.8,0
04/10/2022 03:40:00,12033,12.47,28.49,112.3,68.31,81.8,51.99,4.067,2.136,0.451,1.287,274.8,0
04/10/2022 03:50:00,12034,12.47,28.04,108.7,65.07,82.1,44.36,9.75,2.283,0.598,1.442,236.8,0
04/10/2022 04:00:00,12035,12.47,27.88,114.8,58.16,81,51.92,16.42,2.205,0.078,1.317,302.6,0
04/10/2022 04:10:00,12036,12.45,28.14,122.9,60.34,78.89,60.45,3.794,1.47,0,0.753,273,0
04/10/2022 04:20:00,12037,12.45,28.04,114.7,55.41,80.8,62.53,4.986,2.019,0.47,1.285,226.2,0
04/10/2022 04:30:00,12038,12.44,28.14,117.9,62.16,81.9,46.71,3.317,2.381,0,1.365,250.4,0
04/10/2022 04:40:00,12039,12.44,27.98,111,61.18,79.96,51.17,1.208,2.215,1,1.618,269.8,0
04/10/2022 04:50:00,12040,12.43,27.91,124.9,62.1,82.4,61.99,24.08,2.097,0.637,1.326,215.4,0
04/10/2022 05:00:00,12041,12.42,27.88,115.6,54.45,80.3,48.26,6.619,1.94,0.617,1.225,189.1,0
04/10/2022 05:10:00,12042,12.41,27.47,116.7,66.43,82.6,61.8,12.75,2.568,0.255,1.333,243.5,0
04/10/2022 05:20:00,12043,12.4,27.34,107.1,58.5,79.45,54.02,6.075,2.881,1.029,1.775,239.3,0
04/10/2022 05:30:00,12044,12.4,27.53,114.2,57.04,80.7,34.66,12.75,2.185,0.666,1.455,242,0
04/10/2022 05:40:00,12045,12.39,27.44,121.4,62.97,81.7,38.58,4.747,2.136,0.588,1.283,230.5,0
04/10/2022 05:50:00,12046,12.38,27.34,118.6,59.01,81.2,61.86,1.651,2.274,0.892,1.562,229.2,0
04/10/2022 06:00:00,12047,12.38,27.25,125.4,57.52,79.41,60.9,4.543,2.244,0.265,1.184,226.2,0
04/10/2022 06:10:00,12048,12.36,26.87,124.7,60.18,81.5,31.87,0.425,2.195,0.47,1.349,253.7,0
04/10/2022 06:20:00,12049,12.35,26.93,112.7,58.57,79.52,37.86,0.527,2.764,0.274,1.462,220.7,0
04/10/2022 06:30:00,12050,12.35,25.73,116.4,69.23,82.7,45.17,9.31,2.881,0.255,1.718,255.5,0
04/10/2022 06:40:00,12051,12.34,26.87,112.8,58.91,81.7,61.75,14.79,2.166,0.245,0.958,259.6,0
04/10/2022 06:50:00,12052,12.33,26.78,110.4,56.49,80.2,52.32,6.313,2.038,0.676,1.3,251.7,0
04/10/2022 07:00:00,12053,12.34,26.68,125.8,62.18,83,62.47,14.31,2.225,0.402,1.235,232.7,0
04/10/2022 07:10:00,12054,12.34,26.74,125.5,61.74,82.4,37.49,13.22,1.735,0.735,1.254,247.9,0
04/10/2022 07:20:00,12055,12.35,26.81,125.7,65.08,84.4,58.96,1.583,1.323,0.029,0.896,262,0
04/10/2022 07:30:00,12056,12.35,26.84,116.7,67.53,80.8,49.16,3.148,1.705,0.657,1.054,230.2,0
04/10/2022 07:40:00,12057,12.36,26.56,121.9,58.1,82.1,51.27,20.03,1.578,0.176,0.907,235.9,0
04/10/2022 07:50:00,12058,12.38,27.12,112.2,57.38,79.88,48.54,17.78,1.235,0.029,0.653,248.3,0
04/10/2022 08:00:00,12059,12.39,27.37,112.7,62.9,80.2,37.62,2.569,0.853,0,0.199,337.2,0
04/10/2022 08:10:00,12060,12.43,27.59,122.8,55.2,79.43,30.68,8.49,0.519,0,0.064,39,0
04/10/2022 08:20:00,12061,12.49,28.3,114.4,60.55,81.5,51.68,11.69,1.911,0,0.827,100.2,0
04/10/2022 08:30:00,12062,12.55,29.12,116.7,61.91,81.3,63.69,16.49,1.813,0.823,1.344,115.4,0
04/10/2022 08:40:00,12063,12.64,29.95,115.3,65.58,82.5,53.79,14.92,1.617,0.098,0.974,98.9,0
04/10/2022 08:50:00,12064,12.72,31.16,102.8,57.11,79.44,43.56,20.43,1.264,0.01,0.764,93,0
04/10/2022 09:00:00,12065,12.8,31.86,123.3,71.6,83.7,48.99,27.07,1.49,0.657,1.135,69.56,0
04/10/2022 09:10:00,12066,12.9,32.99,121.2,63.5,82.8,60.81,25.4,1.911,0.862,1.484,97.5,0
04/10/2022 09:20:00,12067,12.98,27.98,122.2,54.11,82.1,64.76,5.018,1.764,0.951,1.363,86.7,0
04/10/2022 09:30:00,12068,13.05,34.08,123.5,64.26,82.5,56.38,25.74,1.656,0.784,1.245,84.6,0
04/10/2022 09:40:00,12069,13.11,34.34,123.2,64.71,82.9,40.99,5.12,1.372,0.441,0.995,79.37,0
04/10/2022 09:50:00,12070,13.17,34.5,119.9,54.59,83.9,46.99,2.262,1.294,0.451,0.901,90.2,0
04/10/2022 10:00:00,12071,13.19,29.48,121.5,65.68,85,41.06,5.394,1.029,0.431,0.707,90.6,0
04/10/2022 10:10:00,12072,13.23,29.22,120.8,61.25,82.2,38.03,7.095,1.068,0,0.732,72.49,0
04/10/2022 10:20:00,12073,13.26,29.45,108.7,64.59,81.5,43.68,8.42,1,0.294,0.69,112.2,0
04/10/2022 10:30:00,12074,13.3,29.72,114.1,67.76,81.7,49.36,16.9,1.029,0.323,0.714,115.3,0
04/10/2022 10:40:00,12075,13.33,29.99,118.7,65.41,83,50.52,6.143,1.529,0.588,1.068,122.2,0
04/10/2022 10:50:00,12076,13.35,30.19,116.4,65.82,82.6,49.8,16.18,2.048,0.931,1.367,145.3,0
04/10/2022 11:00:00,12077,13.43,30.43,124.5,58.71,83.1,62.6,4.033,1.735,0.97,1.382,128.7,0
04/10/2022 11:10:00,12078,13.51,32.26,121.1,66.36,83.1,61.95,4.713,1.725,0.96,1.439,143.8,0
04/10/2022 11:20:00,12079,13.77,31.12,116.3,67.79,83.9,51.06,6.891,2.087,1.107,1.762,131.2,0
04/10/2022 11:30:00,12080,13.84,31.69,107,66.13,82.2,48.92,6.755,1.989,1.303,1.689,146.6,0
04/10/2022 11:40:00,12081,13.84,32.22,115,71.33,85.2,51.4,5.156,2.087,0.97,1.662,141,0
04/10/2022 11:50:00,12082,13.83,32.77,109.8,71.03,84.3,48.99,20.54,1.921,1.019,1.501,143.9,0
04/10/2022 12:00:00,12083,13.82,33.36,116.7,64.29,82.5,36.77,22.82,1.509,0.941,1.226,150.1,0
04/10/2022 12:10:00,12084,13.81,34,116,64.12,82.2,42.32,13.15,2.548,0.823,1.801,133,0
04/10/2022 12:20:00,12085,13.8,34.46,114.7,67.59,82.6,50.55,19.07,2.058,1.382,1.548,141.2,0
04/10/2022 12:30:00,12086,13.79,34.96,111.4,66.02,83.2,48.24,15.4,1.637,0.686,1.022,120.6,0
04/10/2022 12:40:00,12087,13.79,35.59,113.7,69.12,82.8,46.95,19.55,0.96,0.598,0.749,114.7,0
04/10/2022 12:50:00,12088,13.77,36.36,115.9,68.27,84.4,51.68,15.74,1.039,0.451,0.68,89.6,0
04/10/2022 13:00:00,12089,13.76,37.02,115.8,65.31,82.9,44.39,23.87,1.196,0.157,0.666,86.6,0
04/10/2022 13:10:00,12090,13.74,37.65,115.4,65.48,81.7,47.94,9.82,1.078,0.029,0.504,70.51,0
04/10/2022 13:20:00,12091,13.73,38.12,111,64.34,81.6,48.69,21.53,1.098,0.48,0.824,88.1,0
04/10/2022 13:30:00,12092,13.72,38.51,113.4,70.12,83.6,49.27,9.79,1.695,0.382,0.984,93,0
04/10/2022 13:40:00,12093,13.71,38.82,112.5,65.91,82.5,46.89,9.17,1.637,0.578,0.934,108.5,0
04/10/2022 13:50:00,12094,13.71,39.08,110.8,69.08,82.3,33.04,18.33,0.911,0.51,0.676,78.57,0
04/10/2022 14:00:00,12095,13.7,39.26,108.3,66.36,81.6,55.71,13.91,0.872,0.402,0.579,58.59,0
04/10/2022 14:10:00,12096,13.7,39.39,116.3,66.06,84.9,59.66,9.51,2.244,0.813,1.659,74.64,0
04/10/2022 14:20:00,12097,13.7,39.35,101.4,66.77,81.6,47.64,13.02,1.744,0.304,0.892,83.4,0
04/10/2022 14:30:00,12098,13.7,39.3,108.4,65.89,83.1,44.37,9.28,1.019,0.48,0.787,98.3,0
04/10/2022 14:40:00,12099,13.7,39.3,116,71.98,85.8,33.11,16.36,1.039,0.098,0.577,109,0
04/10/2022 14:50:00,12100,13.7,39.26,117.8,73.04,83.1,55,10.16,1,0.382,0.695,82.4,0
04/10/2022 15:00:00,12101,13.7,39.26,116.5,66.88,83.6,58.06,15.3,1.362,0.686,1.067,55.16,0
04/10/2022 15:10:00,12102,13.69,39.17,114.9,67.39,83.8,41.75,14.38,1.303,0.715,1.008,56.8,0
04/10/2022 15:20:00,12103,13.7,39.13,117.6,71,83.5,57.86,15.03,0.882,0,0.588,50.08,0
04/10/2022 15:30:00,12104,13.7,39.08,113.5,69.8,84.1,41.07,24.56,1.931,0.529,1.493,61.59,0
04/10/2022 15:40:00,12105,13.69,39.04,116.5,65.69,81.5,54.86,24.49,2.675,1.617,2.001,66.56,0
04/10/2022 15:50:00,12106,13.7,38.86,114.2,68.58,83.6,43.73,22.66,1.95,1.431,1.706,96,0
04/10/2022 16:00:00,12107,13.7,38.64,116.1,66.84,82.4,43.46,9.69,2.871,1.597,2.296,99.6,0
04/10/2022 16:10:00,12108,13.71,38.29,117.8,66.84,83.3,52.85,14.14,2.764,1.529,2.061,109,0
04/10/2022 16:20:00,12109,13.72,37.86,110.2,66.13,82.7,46.62,8.66,1.96,1.088,1.464,150.8,0
04/10/2022 16:30:00,12110,13.73,37.4,114.4,69.16,83.1,41.51,26.47,1.901,0.784,1.469,156.2,0
04/10/2022 16:40:00,12111,13.74,36.98,114.3,68.33,83.8,44.3,6.553,2.107,0.686,1.468,168.2,0
04/10/2022 16:50:00,12112,13.75,36.57,110,65.61,82.6,41.75,12.41,2.93,0,1.208,56.4,0
04/10/2022 17:00:00,12113,13.76,36.12,116.1,68.77,83.9,37.9,9.92,5.351,2.548,4.065,52.44,0
04/10/2022 17:10:00,12114,13.77,35.8,108.7,64.78,81.6,41.51,15.37,6.301,3.214,4.824,53.31,0
04/10/2022 17:20:00,12115,13.12,41.67,115.6,58.28,83.3,36.03,5.293,5.811,3.165,4.544,62.59,0
04/10/2022 17:30:00,12116,12.95,40.44,106.4,63.25,80.8,53.45,9.79,6.35,3.283,4.647,66.02,0
04/10/2022 17:40:00,12117,12.92,34.81,115.3,55.39,80.3,50.29,9.07,5.272,2.225,3.849,48.33,0
04/10/2022 17:50:00,12118,12.9,38.21,108.7,64.59,80.4,48.07,26.07,5.184,2.45,3.765,62.86,0
04/10/2022 18:00:00,12119,12.88,34.11,114.2,54.45,79.63,48.47,8.67,4.263,1.95,3.206,47.62,0
04/10/2022 18:10:00,12120,12.84,38.03,124.7,54.35,81.8,48.58,30.6,3.881,1.088,2.25,37.32,0
04/10/2022 18:20:00,12121,12.84,37.44,110.3,55.1,79.32,45.29,10.02,3.597,0.892,2.19,76.93,0
04/10/2022 18:30:00,12122,12.82,37.06,123.9,54.63,81.5,53.62,17.39,3.244,1.617,2.493,75.03,0
04/10/2022 18:40:00,12123,12.8,36.12,110.3,59.07,79.8,67.28,16.12,3.097,1.313,2.171,95,0
04/10/2022 18:50:00,12124,12.82,36,118.5,54.81,82.3,54.71,27.62,2.519,0.608,1.338,112.7,0
04/10/2022 19:00:00,12125,12.8,35.92,115.9,65.32,81.5,63.44,15.16,2.47,0.549,1.664,51.76,0
04/10/2022 19:10:00,12126,12.8,34.85,114,66.48,82.8,51.75,30.07,1.94,0.382,1.137,105.6,0
04/10/2022 19:20:00,12127,12.79,35.36,124.6,56.1,82.3,46.1,5.258,2.332,0.088,1.663,81.8,0
04/10/2022 19:30:00,12128,12.78,35.04,114.1,65.77,81.8,53.46,5.974,3.499,1.441,2.639,96.2,0
04/10/2022 19:40:00,12129,12.76,34.85,121.3,55.04,80.7,56.52,8.63,4.675,2.705,3.438,84.3,0
04/10/2022 19:50:00,12130,12.77,34.65,117.6,65.79,81.9,51,20.54,4.753,3.499,4.153,94.9,0
04/10/2022 20:00:00,12131,12.76,33.89,114.3,58.01,81,65.5,5.226,4.567,2.813,3.731,104.5,0
04/10/2022 20:10:00,12132,12.75,33.81,120.8,54.67,80.1,66.52,9.17,5.38,3.665,4.517,88.6,0
04/10/2022 20:20:00,12133,12.74,33.32,122.6,56.31,80.1,51.72,6.858,5.811,3.175,4.362,94.9,0
04/10/2022 20:30:00,12134,12.73,31.23,104.7,59.53,81.1,43.61,5.119,5.958,3.606,5.15,87.2,0
04/10/2022 20:40:00,12135,12.73,33.81,108.4,55.9,80.2,55.77,7.505,5.733,3.312,4.31,94.7,0
04/10/2022 20:50:00,12136,12.72,33.55,119.9,58.45,82.1,50.43,6.518,4.586,3.018,3.91,93.2,0
04/10/2022 21:00:00,12137,12.71,33.29,119.3,64.75,81.9,54.13,27.01,5.341,2.313,3.311,95.9,0
04/10/2022 21:10:00,12138,12.71,33.25,115.8,60.42,82,40.78,20.78,5.125,3.793,4.382,105.8,0
04/10/2022 21:20:00,12139,12.7,32.51,123.9,60.34,82.4,45.83,5.36,4.586,3.116,3.906,105.4,0
04/10/2022 21:30:00,12140,12.69,32.88,123.3,70.63,82.9,41.91,5.533,4.283,2.254,3.363,113.9,0
04/10/2022 21:40:00,12141,12.67,32.77,118.6,58.38,79.63,53.34,13.9,4.812,2.47,3.402,121.9,0
04/10/2022 21:50:00,12142,12.68,32.55,107.2,54.63,80.9,53.96,4.68,3.959,2.685,3.365,133.8,0
04/10/2022 22:00:00,12143,12.67,32.59,122.3,59.42,81.5,52.93,10.91,3.753,1.323,2.776,142.6,0
04/10/2022 22:10:00,12144,12.66,31.58,106.6,57.67,80.4,39.98,4.271,2.832,0.559,1.802,121.8,0
04/10/2022 22:20:00,12145,12.66,31.55,121,63.01,84.4,64.89,6.04,3.303,1.617,2.497,118,0
04/10/2022 22:30:00,12146,12.65,32.12,105.3,62.05,80.7,42.64,7.372,2.793,0.823,2.022,183.4,0
04/10/2022 22:40:00,12147,12.64,32.3,124.6,66.05,81.9,64.91,9.27,2.244,0.598,1.245,216.5,0
04/10/2022 22:50:00,12148,12.64,31.65,116.1,70.56,80.6,63.83,4.237,2.215,0.568,1.434,222.6,0
04/10/2022 23:00:00,12149,12.62,31.86,116.7,58.39,83.6,41.36,5.631,1.94,0.363,1.167,210.3,0
04/10/2022 23:10:00,12150,12.63,30.95,115.7,60.9,81,53.52,26.09,1.921,0.186,1.027,257.8,0
04/10/2022 23:20:00,12151,12.62,31.51,114.2,64.63,80.3,50.32,18.19,0.96,0.147,0.629,279.5,0
04/10/2022 23:30:00,12152,12.61,31.19,123.8,55.48,80.6,52.98,5.02,1.225,0.01,0.578,312.2,0
04/10/2022 23:40:00,12153,12.61,30.84,122.5,56.37,78.94,59.63,3.08,0.784,0.245,0.501,289.8,0
