DateTime,RECORD,BattV_Min,PTemp_C_Max,AirTC_Max,AirTC_Min,AirTC_Avg,RH_Max,RH_Min,WS_ms_Max,WS_ms_Min,WS_ms_Avg,WindDir,Rain_mm_Tot
12/07/2022 14:10:00,0,13.63,43.45,113.7,65.86,82.4,54.03,7.116,1.568,0,0.749,19.92,0
12/07/2022 14:20:00,1,13.62,43.66,115.7,71.54,82.2,48.69,6.605,1.764,0.461,0.947,5.222,0
12/07/2022 14:30:00,2,13.61,43.87,115.1,65.69,83.2,45.97,22.44,2.479,0.549,1.563,46.22,0
12/07/2022 14:40:00,3,13.6,43.97,103.6,63.58,83.7,36.91,9.94,2.421,0.372,1.556,37.28,0
12/07/2022 14:50:00,4,13.6,44.02,110.3,67.49,80.9,48.83,7.457,2.479,0,0.954,87.6,0
12/07/2022 15:00:00,5,13.59,44.13,114.9,73.01,83.3,45.59,5.89,4.371,0.333,1.824,67.66,0
12/07/2022 15:10:00,6,13.59,44.13,109.7,68.31,82,43.28,32.01,6.282,2.411,4.361,61.33,0
12/07/2022 15:20:00,7,13.6,43.81,110.2,65.48,81.7,58.77,21.62,7.507,3.371,5.779,67.42,0
12/07/2022 15:30:00,8,13.62,43.1,112.1,67.59,81.5,42.36,13.04,9.01,4.812,6.445,64.55,0
12/07/2022 15:40:00,9,13.64,42.3,111.3,67.83,82.6,55.09,18.69,8.37,4.665,6.824,63.41,0
12/07/2022 15:50:00,10,13.66,41.57,116.6,65.92,81.2,44.5,13.93,9.45,5.243,7.177,52.72,0
12/07/2022 16:00:00,11,13.67,40.82,107.6,65.75,81.8,48.14,30,8.71,5.439,6.898,55.99,0
12/07/2022 16:10:00,12,13.69,40.21,107,66.77,83,42.32,18.18,8.28,4.655,6.076,46.99,0
12/07/2022 16:20:00,13,13.69,39.75,114.4,66.93,83,53.04,14.26,7.595,3.783,5.842,39.69,0
12/07/2022 16:30:00,14,13.7,39.44,114.2,69.21,82.2,44.19,14.2,8.29,4.322,6.442,50.83,0
12/07/2022 16:40:00,15,13.7,39.08,109.8,65.02,82,54.06,7.762,9.97,5.37,7.863,57.67,0
12/07/2022 16:50:00,16,13.72,38.73,112.4,66.83,84.3,53,7.966,10.09,6.595,8.32,63.04,0
12/07/2022 17:00:00,17,13.73,38.29,103.6,68.43,80.9,52.19,8.85,10.75,6.752,8.24,64.29,0
12/07/2022 17:10:00,18,13.74,37.86,116.7,68.8,84.4,48.65,7.421,9.59,6.595,7.898,63.62,0
12/07/2022 17:20:00,19,13.75,37.44,115,67.88,83.8,54.57,21.62,9.5,6.115,8.06,72.41,0
12/07/2022 17:30:00,20,13.76,36.98,106.1,68.73,83.2,52.97,23.46,9.47,6.076,8.02,78.41,0
12/07/2022 17:40:00,21,13.77,36.61,111.4,66.93,83.4,46.23,13.96,10.36,5.527,7.617,76.96,0
12/07/2022 17:50:00,22,13.78,36.24,111.6,66.45,84,52.36,25.19,9.28,5.851,7.23,65.02,0
12/07/2022 18:00:00,23,13.79,35.92,108,66.89,81.6,42.62,18.76,8.4,3.91,6.526,62.33,0
12/07/2022 18:10:00,24,13.79,35.59,115.5,67.27,84.9,53.07,18.93,7.389,4.841,6.276,46.21,0
12/07/2022 18:20:00,25,13.61,35.28,117,64.85,85.1,52.15,14.98,7.82,4.155,6.253,51.77,0
12/07/2022 18:30:00,26,13.18,34.96,117,68.6,83.1,59.06,10.72,8.13,4.9,6.315,42.3,0
12/07/2022 18:40:00,27,13.03,34.69,115,57.31,80.1,47.15,24.05,8.34,5.067,6.703,59.32,0
12/07/2022 18:50:00,28,12.98,39.53,124,64.87,81.6,53.16,21.23,7.977,5.047,6.769,63.03,0
12/07/2022 19:00:00,29,12.95,39.17,108.6,55.55,80.6,61.49,7.614,7.752,3.861,6.251,59.97,0
12/07/2022 19:10:00,30,12.94,38.99,114.9,58.16,82.1,53.26,8.36,7.379,2.871,5.016,67.37,0
12/07/2022 19:20:00,31,12.91,37.91,110.4,53.8,81.2,68.64,17.17,6.301,2.754,4.82,64.27,0
12/07/2022 19:30:00,32,12.89,37.14,112.7,63.16,83.2,47.9,9.65,4.439,1.235,2.824,67.74,0
12/07/2022 19:40:00,33,12.88,37.4,109,59.21,81.6,59.94,9.88,4.929,1.284,3.173,50.05,0
12/07/2022 19:50:00,34,12.85,37.02,122.4,57.7,84.4,60.77,19.52,3.871,1.254,2.666,42.53,0
12/07/2022 20:00:00,35,12.85,36.04,123.3,61.41,83.1,58.37,6.45,2.832,0.412,1.804,70.27,0
12/07/2022 20:10:00,36,12.84,35.92,106.2,53.96,81,64.25,6.621,4.851,0.431,2.346,23.25,0
12/07/2022 20:20:00,37,12.84,31.72,108.5,53.85,79.94,43.01,26.97,3.724,0.931,2.215,355,0
12/07/2022 20:30:00,38,12.83,35.84,124.5,54.16,81.9,61.12,7.778,2.842,0.382,1.662,29.19,0
12/07/2022 20:40:00,39,12.81,35.44,122.3,59.1,82.3,64.52,9.61,4.038,0.706,1.802,43.06,0
12/07/2022 20:50:00,40,12.82,35.32,114.6,53.91,79.9,52.67,10.71,2.675,0.02,0.958,198.8,0
12/07/2022 21:00:00,41,12.82,35.08,112.9,57.24,80.2,39.8,8.56,1.352,0,0.582,2.417,0
12/07/2022 21:10:00,42,12.8,34.85,106.2,65.16,81.6,46.58,5.328,1.539,0,0.689,269.3,0
12/07/2022 21:20:00,43,12.8,34.61,120,54.95,80.1,45.18,7.607,2.519,0.48,1.344,301,0
12/07/2022 21:30:00,44,12.8,34.5,123.2,64.07,80.9,64.38,10.87,1.98,0,0.821,282.4,0
12/07/2022 21:40:00,45,12.79,33.85,119.6,69.51,81.8,46.68,7.233,0.735,0,0.134,244,0
12/07/2022 21:50:00,46,12.78,34.19,118.7,54.94,80.7,54.07,12.65,1.519,0,0.642,262.7,0
12/07/2022 22:00:00,47,12.76,34.19,116,57.52,79.82,47.26,18.6,1.882,0.216,0.939,269.2,0
12/07/2022 22:10:00,48,12.77,33.85,104.6,54.7,78.84,62.91,5.835,3.665,0.559,2.124,349.2,0
12/07/2022 22:20:00,49,12.77,33.32,108.8,65.29,82.2,51.79,8.87,3.479,0.794,2.167,302,0
12/07/2022 22:30:00,50,12.76,33.59,121.2,54.84,84.4,62.37,5.123,3.43,0.01,1.609,295.2,0
12/07/2022 22:40:00,51,12.76,33.47,120.7,56.46,81.3,58.94,14,2.43,0.49,1.34,280,0
12/07/2022 22:50:00,52,12.75,32.48,113.7,58.86,81.1,57.3,27.04,3.058,0.225,1.275,326.3,0
12/07/2022 23:00:00,53,12.75,32.59,124.3,64.96,81.7,61.02,17.04,3.606,1.176,2.025,320.3,0
12/07/2022 23:10:00,54,12.74,32.62,112.7,55.09,81.1,50.69,15.34,2.666,0.833,1.712,341.6,0
12/07/2022 23:20:00,55,12.72,32.92,122.6,55.63,80.4,38.4,6.58,4.665,1.48,3.017,0.145,0
12/07/2022 23:30:00,56,12.73,33.06,114.7,67.51,82.2,60.06,5.74,3.94,1.431,2.942,11.43,0
12/07/2022 23:40:00,57,12.72,33.03,112.9,61.09,82.2,57.53,8.46,3.567,0.519,2.402,0,0
12/07/2022 23:50:00,58,12.71,29.18,115.7,67.98,82.4,64.31,9.51,4.283,1.137,2.557,328.4,0
13/07/2022 00:00:00,59,12.72,32.48,101.4,66.34,81.4,45.84,22.08,3.92,1.176,2.071,315,0
13/07/2022 00:10:00,60,12.68,32.37,116.6,65.53,81.1,58.73,4.816,4.116,0.774,2.522,310.1,0
13/07/2022 00:20:00,61,12.7,29.02,123.4,57.01,81.7,44.66,10.98,4.185,1.166,2.683,306,0
13/07/2022 00:30:00,62,12.69,31.72,121,65.45,81.5,39.17,4.681,4.273,0.951,2.687,327.9,0
13/07/2022 00:40:00,63,12.69,32.22,117.3,60.24,81.9,48.18,7.573,3.312,0.735,2.081,347.2,0
13/07/2022 00:50:00,64,12.68,31.94,124.4,61.38,82.3,62.63,7.675,4.273,0.666,2.167,324,0
13/07/2022 01:00:00,65,12.67,31.79,110.9,54.3,79.86,45.45,5.936,3.371,0.519,1.823,300.1,0
13/07/2022 01:10:00,66,12.67,31.79,122.2,64.54,82.5,64.2,15.5,3.479,0.911,2.268,313.9,0
13/07/2022 01:20:00,67,12.67,29.92,119,54.4,83.2,63.53,3.76,3.352,0.804,2.156,307.5,0
13/07/2022 01:30:00,68,12.66,31.51,103.8,56.61,79.61,46.65,7.131,3.842,0.343,2.023,287.5,0
13/07/2022 01:40:00,69,12.65,31.3,124.9,59.68,84.1,58.55,18.36,3.087,0.47,1.653,256.4,0
13/07/2022 01:50:00,70,12.63,31.3,115.5,55.09,80.4,55,21.34,2.852,0.323,1.738,284.3,0
13/07/2022 02:00:00,71,12.63,31.05,107.3,61.52,80.7,39.84,5.633,2.96,0.382,1.599,345.2,0
13/07/2022 02:10:00,72,12.63,30.78,112.6,54.86,80.6,56.45,22.17,3.205,1.019,1.687,289.7,0
13/07/2022 02:20:00,73,12.62,30.71,116,56.51,81.9,37.66,18.7,2.146,0.127,1.119,306.1,0
13/07/2022 02:30:00,74,12.62,30.16,113.2,56.97,82.2,48.69,11.29,2.43,0.608,1.325,306.1,0
13/07/2022 02:40:00,75,12.62,28.07,125,55.36,82.5,41.72,3.351,3.195,0.314,1.16,344.9,0
13/07/2022 02:50:00,76,12.6,30.4,113.6,65.07,82.8,63.52,27.42,2.764,0.294,1.476,323.9,0
13/07/2022 03:00:00,77,12.59,30.4,112.5,63.63,81.6,62,7.131,3.998,0.49,1.832,286.9,0
13/07/2022 03:10:00,78,12.58,30.12,124.8,62.29,82.6,50,22.67,4.812,0.833,2.807,341,0
13/07/2022 03:20:00,79,12.57,30.09,117.5,63.56,82.1,62.78,7.063,5.027,2.176,3.204,340,0
13/07/2022 03:30:00,80,12.56,30.05,124.9,59.4,81.6,51.06,7.029,3.675,1.392,2.682,343.1,0
13/07/2022 03:40:00,81,12.55,27.5,125.3,56.1,84.1,45.31,3.217,4.008,1.166,2.507,329,0
13/07/2022 03:50:00,82,12.54,29.48,113.2,62.19,82.8,39.03,5.224,3.107,0.784,1.997,335.3,0
13/07/2022 04:00:00,83,12.53,29.82,109.2,56.11,79.23,61.37,3.523,2.842,0.813,1.799,314.5,0
13/07/2022 04:10:00,84,12.52,29.62,120.5,62.88,82.9,47.84,5.567,3.254,0.941,2.025,320.2,0
13/07/2022 04:20:00,85,12.51,29.58,120.2,68.87,82.6,58.78,26.16,3.116,0.206,1.685,314.6,0
13/07/2022 04:30:00,86,12.51,29.35,124.3,66.43,83.1,55.92,10.05,3.322,0.872,1.773,303.8,0
13/07/2022 04:40:00,87,12.49,29.28,108.3,55.65,80.9,50.69,16.35,2.901,0.461,1.553,341.1,0
13/07/2022 04:50:00,88,12.48,27.09,106.9,64.92,81.1,43.45,2.876,2.401,0.196,1.353,337.8,0
13/07/2022 05:00:00,89,12.47,28.99,121.2,61.45,80.7,51.36,26.93,2.94,0.412,1.676,229.8,0
13/07/2022 05:10:00,90,12.46,28.92,118.9,61.88,82.6,60.09,21.8,3.224,0.813,1.844,306.9,0
13/07/2022 05:20:00,91,12.46,26.9,103.1,58.05,79.06,56.9,15.98,3.577,0.696,1.799,296.7,0
13/07/2022 05:30:00,92,12.44,28.69,125.6,57.64,83.6,52.74,7.267,3.175,0.627,1.594,321.6,0
13/07/2022 05:40:00,93,12.44,28.43,125.5,69.61,84.1,52.9,14.72,2.646,0.02,1.32,297.1,0
13/07/2022 05:50:00,94,12.44,28.07,125.5,57.33,81.1,55.53,4.748,2.342,0.529,1.328,315.5,0
13/07/2022 06:00:00,95,12.44,28.66,125.6,64.54,83.2,30.62,11.35,3.067,0.421,1.454,291.3,0
13/07/2022 06:10:00,96,12.44,28.04,123,61.03,82.1,58.89,7.372,2.783,0.127,1.542,338.1,0
13/07/2022 06:20:00,97,12.45,28.66,112.6,59.81,79.94,51.85,3.625,3.636,1.225,2.325,318,0
13/07/2022 06:30:00,98,12.46,28.79,121.6,62.98,82.3,54.3,19.01,4.185,0.804,2.895,332.7,0
13/07/2022 06:40:00,99,12.46,28.62,115.9,62.57,81.5,60.66,26.53,3.998,1.401,2.662,335.5,0
13/07/2022 06:50:00,100,12.48,29.05,125,63.58,83.8,41.54,7.369,3.41,1.029,2.203,342.7,0
13/07/2022 07:00:00,101,12.49,28.76,124,64.27,82.2,51.44,16.56,3.91,1.137,2.36,322.8,0
13/07/2022 07:10:00,102,12.53,29.62,125.1,56.79,81.3,62.2,26.7,2.568,0.872,1.624,334.9,0
13/07/2022 07:20:00,103,12.61,29.42,125.1,63.42,82.9,40.78,11.86,2.979,0.666,1.48,320.7,0
13/07/2022 07:30:00,104,12.64,30.95,123.3,55.85,82.3,59.41,12.88,3.283,0.186,1.595,331.3,0
13/07/2022 07:40:00,105,12.66,31.55,125,56.85,81.7,63.5,4.342,3.606,0.99,2.202,314.9,0
13/07/2022 07:50:00,106,12.69,28.95,119,63.33,81.2,55.73,9.96,4.106,1.372,2.67,351.8,0
13/07/2022 08:00:00,107,12.73,33.4,123.4,56.72,83.6,47.94,13.22,3.332,0.921,1.994,348.1,0
13/07/2022 08:10:00,108,12.75,30.26,124.5,63.55,82,43.63,5.363,3.528,0.343,1.362,339.3,0
13/07/2022 08:20:00,109,12.78,34.65,117.3,63.82,82.2,44.06,12.2,2.901,0.853,1.816,343.9,0
13/07/2022 08:30:00,110,12.8,35.84,124.7,57.5,83.1,66.22,11.12,3.165,0.823,1.744,4.689,0
13/07/2022 08:40:00,111,12.8,36.65,124.6,60.19,81.6,48.01,9.28,2.695,0.5,1.456,345.3,0
13/07/2022 08:50:00,112,12.85,37.31,116.2,54.16,82.4,51.72,17.7,2.656,0.755,1.599,337.8,0
13/07/2022 09:00:00,113,12.88,32.84,117.3,64.92,83.7,62.82,28.54,2.323,0.617,1.341,328,0
13/07/2022 09:10:00,114,12.91,37.82,123.8,65.43,81,54,5.905,2.097,0.813,1.431,346.7,0
13/07/2022 09:20:00,115,12.95,38.68,124.3,53.54,82.6,56.43,20.66,1.597,0.48,1.135,353.4,0
13/07/2022 09:30:00,116,13.01,39.44,121.6,67.56,82.6,45.82,17.55,1.47,0,0.652,334.4,0
13/07/2022 09:40:00,117,13.02,40.12,115.6,54.58,79.57,68.65,11.69,1.872,0.235,1.13,337.7,0
13/07/2022 09:50:00,118,13.19,34.31,114.3,65.09,81.8,52.67,4.952,1.588,0.578,0.926,332.3,0
13/07/2022 10:00:00,119,13.25,34.34,121.1,67.95,83.9,53.15,9.04,1.842,0.225,1.091,321.6,0
13/07/2022 10:10:00,120,13.16,35.36,120.2,65.29,83.7,61.69,19.72,2.176,0.304,1.338,284.4,0
13/07/2022 10:20:00,121,13.13,41.29,112.3,54.53,81.1,62.44,12.59,1.862,0.078,1.206,317.8,0
13/07/2022 10:30:00,122,13.13,41.86,118,58.96,83.3,56.81,9.11,2.362,0.764,1.433,,0
13/07/2022 10:40:00,123,13.1,43.35,116.7,61.24,80.5,34.64,10.3,2.078,0.745,1.267,291.5,0
13/07/2022 10:50:00,124,13.11,43.71,114.2,56.05,81.1,55.49,11.48,2.234,0.676,1.543,345.6,0
13/07/2022 11:00:00,125,13.12,43.51,120.4,55.79,81.6,37.63,10.4,2.215,0.735,1.418,310.7,0
13/07/2022 11:10:00,126,13.12,44.71,122.7,52.67,79.24,68.07,33.49,2.127,0.167,1.213,294.6,0
13/07/2022 11:20:00,127,13.12,45.57,119.5,52.82,79.38,48.09,27.18,2.656,0.578,1.617,341.8,0
13/07/2022 11:30:00,128,13.16,39.3,118.6,56.56,81.6,56.53,26.6,2.538,0.049,1.166,353,0
13/07/2022 11:40:00,129,13.54,39.17,111.3,64.83,81.5,37.19,8.36,2.47,0.627,1.329,350,0
13/07/2022 11:50:00,130,13.69,39.44,114.8,64.94,82.8,55.91,11.39,3.381,0.627,1.609,313.6,0
13/07/2022 12:00:00,131,13.69,39.94,114.4,64.32,83.3,47.3,30.89,2.234,0,0.875,19.19,0
13/07/2022 12:10:00,132,13.67,40.4,112.3,65.34,82.9,53.5,13.12,4.773,1.029,2.921,79.52,0
13/07/2022 12:20:00,133,13.67,40.49,100,70.31,81.2,54.76,6.689,7.076,3.205,5.158,62.6,0
13/07/2022 12:30:00,134,13.67,40.4,110.4,67.66,83.3,51.35,8.56,7.291,3.665,5.57,72,0
13/07/2022 12:40:00,135,13.68,40.21,111.2,66.67,82.8,54.59,17.65,8.41,4.626,5.876,68.98,0
13/07/2022 12:50:00,136,13.68,40.03,111.1,65.14,82,54.18,26.33,7.242,5.243,6.095,67.87,0
13/07/2022 13:00:00,137,13.7,39.8,115.7,70.11,84.2,40.66,8.77,7.144,4.273,5.953,57.72,0
13/07/2022 13:10:00,138,13.69,39.62,107.7,69.23,83,45.87,6.621,7.409,3.861,5.595,59.48,0
13/07/2022 13:20:00,139,13.71,39.48,115.1,65.45,82.5,59.35,7.949,7.879,5.253,6.524,53.2,0
13/07/2022 13:30:00,140,13.71,39.35,112.3,65.41,82.4,50.5,16.9,9.22,4.204,6.788,66.25,0
13/07/2022 13:40:00,141,13.7,39.22,113.5,67.18,83.1,51.52,20.2,8.58,5.762,6.847,58.42,0
13/07/2022 13:50:00,142,13.71,39.08,114.6,71.4,85.6,58.84,12.65,8.52,5.37,7.244,65.21,0
13/07/2022 14:00:00,143,13.72,38.9,112.4,70.35,82.7,51.18,7.745,8.34,5.88,7.139,60.76,0
13/07/2022 14:10:00,144,13.71,38.82,110.1,65.58,82.2,39.64,17.34,7.997,5.772,6.934,63.16,0
13/07/2022 14:20:00,145,13.72,38.73,99,67.18,81.1,61.53,0.426,9.01,5.792,6.908,54.99,0
13/07/2022 14:30:00,146,13.72,38.68,107.9,71.17,81.6,49.96,23.4,8.52,5.792,6.876,65.33,0
13/07/2022 14:40:00,147,13.72,38.64,115.5,69.46,83.8,51.18,12.24,8.57,5.674,6.812,63.35,0
13/07/2022 14:50:00,148,13.72,38.6,118,66.43,83.3,56.94,16.7,8.23,5.821,7.083,54.77,0
13/07/2022 15:00:00,149,13.73,38.55,107.3,67.18,81.5,54.86,18.91,7.958,5.606,6.817,62.24,0
13/07/2022 15:10:00,150,13.72,38.51,111.7,66.43,83.7,35.18,18.71,8.75,5.341,6.992,57.14,0
13/07/2022 15:20:00,151,13.72,38.42,116.5,68.07,82.9,41.11,15.34,8.54,5.694,7.391,58.98,0
13/07/2022 15:30:00,152,13.72,38.38,113.3,67.11,82.9,55.78,13.06,8.52,5.978,7.281,74.3,0
13/07/2022 15:40:00,153,13.73,38.29,113.5,65.92,82.6,40.49,21.8,8.58,5.361,6.844,58.98,0
13/07/2022 15:50:00,154,13.73,38.21,113.8,67.32,82.6,55.57,12.95,8.08,5.566,6.667,60.5,0
13/07/2022 16:00:00,155,13.73,38.12,115.1,69.29,83.8,42.84,14.76,8.16,5.704,6.768,54.24,0
13/07/2022 16:10:00,156,13.73,38.08,110.5,65.38,82.6,56.94,11.08,8.61,5.321,6.731,61.66,0
13/07/2022 16:20:00,157,13.73,37.99,115.2,65.62,82.6,40.53,29.8,9.46,6.35,7.424,58.32,0
13/07/2022 16:30:00,158,13.73,37.86,113,69.19,82.5,57,23.54,9.2,6.135,7.581,56.44,0
13/07/2022 16:40:00,159,13.73,37.74,114.1,68.95,82.5,49.65,4.579,9.09,6.154,7.525,63.62,0
13/07/2022 16:50:00,160,13.74,37.57,114.9,64.8,81.4,53.8,6.553,9.65,6.556,8.06,63.28,0
13/07/2022 17:00:00,161,13.74,37.4,110.7,65.11,82.7,40.66,5.804,8.3,5.939,7.322,60.81,0
13/07/2022 17:10:00,162,13.74,37.23,115.1,67.05,82.1,54.14,18.57,8.66,5.968,7.235,53.25,0
13/07/2022 17:20:00,163,13.75,37.06,116.8,67.11,81.9,40.05,26.5,9.06,5.753,7.344,54.41,0
13/07/2022 17:30:00,164,13.75,36.85,115.7,67.73,80.9,56.36,10.71,8.45,5.9,7.283,59.82,0
13/07/2022 17:40:00,165,13.77,36.65,116,67.69,82.3,52.85,8.6,8.59,6.115,7.272,61.15,0
13/07/2022 17:50:00,166,13.78,36.4,106.5,64.43,80.9,50.13,25.28,8.61,5.772,6.957,54.77,0
13/07/2022 18:00:00,167,13.78,36.16,106.4,69.77,81.8,38.76,19.86,8.49,5.919,7.382,62.7,0
13/07/2022 18:10:00,168,13.58,35.84,113.4,65.75,83.6,35.76,21.06,8.92,5.272,7.28,59.72,0
13/07/2022 18:20:00,169,13.21,35.52,120.9,63.34,83.2,43.52,16.8,8.04,5.684,6.715,63.06,0
13/07/2022 18:30:00,170,13.06,40.63,123.5,66.3,82.8,54.25,14.89,7.281,4.929,6.237,67.69,0
13/07/2022 18:40:00,171,12.99,40.21,122.5,60.51,84.4,47.05,29.02,7.154,4.988,6.206,77.27,0
13/07/2022 18:50:00,172,12.97,40.21,123.7,65.21,81,55.36,16.26,8.19,5.351,6.519,57.12,0
13/07/2022 19:00:00,173,12.93,38.86,123.9,67.99,81.1,61.63,16.17,8.11,4.537,6.147,87.1,0
13/07/2022 19:10:00,174,12.93,38.95,122.7,67.45,82,54.58,8.32,7.291,4.88,6.252,56.36,0
13/07/2022 19:20:00,175,12.91,38.64,116.4,65.15,81.6,62.39,18.47,7.291,3.508,5.401,59.88,0
13/07/2022 19:30:00,176,12.89,37.82,122.8,59.81,82.4,57.06,10.94,7.389,4.43,5.83,58.82,0
13/07/2022 19:40:00,177,12.88,37.69,116.6,61.06,81.7,52.96,15.52,7.899,5.086,6.688,74.28,0
13/07/2022 19:50:00,178,12.85,37.19,122.7,70.14,82.8,53.5,29.53,8.77,5.645,7.272,57.3,0
13/07/2022 20:00:00,179,12.84,35.87,106.1,55.9,79.9,46.07,29.97,8.38,5.331,6.685,68.05,0
13/07/2022 20:10:00,180,12.83,36.4,110.6,58.55,81.6,55.35,28.57,7.693,5.037,6.394,60.9,0
13/07/2022 20:20:00,181,12.84,35.96,113.2,55.31,82,67.41,14.58,7.781,4.459,6.194,47.14,0
13/07/2022 20:30:00,182,12.83,35.28,118.7,62.3,81.4,55.87,6.042,7.536,4.155,6.029,59.23,0
13/07/2022 20:40:00,183,12.81,35.48,116.5,56.06,82.3,41.95,26.36,6.625,3.763,5.351,74.18,0
13/07/2022 20:50:00,184,12.8,35.16,120.2,59.47,83.2,43.35,17.82,6.292,3.793,4.915,64.62,0
13/07/2022 21:00:00,185,12.82,34.42,115.9,56.2,81.9,54.17,13.19,5.792,2.568,4.298,64.86,0
13/07/2022 21:10:00,186,12.81,33.96,114.3,54.18,81.1,47.6,28.4,5.106,2.646,3.847,68.48,0
13/07/2022 21:20:00,187,12.8,34.46,112.6,56.6,81.8,59.03,7.811,6.752,2.234,3.885,62.89,0
13/07/2022 21:30:00,188,12.77,34.31,110.4,57.42,80.2,51,7.164,5.341,2.901,4.087,62.93,0
13/07/2022 21:40:00,189,12.79,33.62,118.6,57.52,83.1,61.41,7.643,6.507,3.146,4.711,58.76,0
13/07/2022 21:50:00,190,12.77,34.04,124.2,60.7,81.8,62.6,24.69,6.145,1.529,4.135,73.09,0
13/07/2022 22:00:00,191,12.78,33.59,111.5,54.3,79.53,52.36,17.31,7.076,0.108,2.342,71.51,0
13/07/2022 22:10:00,192,12.76,33.85,124.1,62.42,81,56.72,27.92,4.253,1.509,2.929,348.5,0
13/07/2022 22:20:00,193,12.77,33.06,111.3,64.56,81.5,62.17,5.7,4.449,0.627,2.633,11.7,0
13/07/2022 22:30:00,194,12.75,32.77,115.4,60.02,80.7,62.84,13.5,4.047,1.303,2.72,37.1,0
13/07/2022 22:40:00,195,12.75,33.25,112.2,67.47,81.4,65.59,12.13,2.509,0.48,1.343,74.48,0
13/07/2022 22:50:00,196,12.74,33.06,116.1,54.54,79.91,66.23,20.63,3.067,0.774,1.809,46.94,0
13/07/2022 23:00:00,197,12.73,32.51,113.9,55.73,82,49.4,20.87,3.626,0.96,2.359,38.64,0
13/07/2022 23:10:00,198,12.73,32.88,118.3,66.48,80.8,42.31,5.531,5.057,1.176,3.095,349.2,0
13/07/2022 23:20:00,199,12.73,32.77,113,63.56,80.5,59.34,11.59,4.204,0.813,2.451,305.7,0
13/07/2022 23:30:00,200,12.73,32.33,109.9,54.2,80.6,56.59,15.54,1.686,0.108,0.977,316.6,0
13/07/2022 23:40:00,201,12.72,32.48,108.1,62.34,80.5,62.92,9.31,1.891,0,0.87,346.9,0
13/07/2022 23:50:00,202,12.7,28.95,124.4,55.55,81.2,45.55,8.39,2.087,0.108,1.031,315.4,0
14/07/2022 00:00:00,203,12.71,31.83,116.5,65.21,83.5,58.41,4.308,3.205,0.755,1.543,278.7,0
14/07/2022 00:10:00,204,12.71,31.94,121.1,56.89,83,62.83,22.28,2.43,0.5,1.593,349.8,0
14/07/2022 00:20:00,205,12.69,28.56,119.7,58.38,80.7,50.87,27.48,3.675,1.029,2.272,317.6,0
14/07/2022 00:30:00,206,12.69,28.49,116.7,57.87,80.4,59.21,4.101,3.616,0.911,2.251,318.5,0
14/07/2022 00:40:00,207,12.69,31.23,123.1,54.88,83,60.32,12.96,3.979,1.411,2.817,328.7,0
14/07/2022 00:50:00,208,12.68,31.65,123.2,60.42,84.5,63.56,8.08,4.106,1.362,2.597,316.7,0
14/07/2022 01:00:00,209,12.66,31.02,123,54.81,81,40.69,4.101,4.008,1.284,2.856,341.2,0
14/07/2022 01:10:00,210,12.67,30.88,84.7,63.39,79.27,47.07,4.342,4.949,1.617,3.194,354.5,0
14/07/2022 01:20:00,211,12.67,30.81,121,59.54,82.7,63.02,6.925,4.802,1.245,3.229,318.5,0
14/07/2022 01:30:00,212,12.65,31.19,113.4,56.42,81.7,63.97,7.911,3.675,1.313,2.444,294.2,0
14/07/2022 01:40:00,213,12.65,31.12,115.6,60.54,81.2,44.63,13.12,4.145,0.706,2.123,345,0
14/07/2022 01:50:00,214,12.64,30.81,117.8,59.24,83.6,47.23,5.701,3.371,0.519,1.813,325.1,0
14/07/2022 02:00:00,215,12.63,30.67,122,61,83.5,41.71,11.35,3.332,0.431,1.712,295.1,0
14/07/2022 02:10:00,216,12.63,30.19,118,66.66,82,57.41,7.573,3.626,0.392,1.898,299.9,0
14/07/2022 02:20:00,217,12.62,30.33,118.5,60.83,82.9,28.44,5.327,3.009,0.049,1.592,279.3,0
14/07/2022 02:30:00,218,12.61,30.4,116,57.28,81.5,50.16,3.218,3.322,0.853,1.727,314.1,0
14/07/2022 02:40:00,219,12.61,30.22,114.2,56.28,81.3,61.65,13.53,2.852,0.735,1.668,322.8,0
14/07/2022 02:50:00,220,12.6,30.16,120,57.6,83.1,50.7,13.5,2.871,0.617,1.326,297.5,0
14/07/2022 03:00:00,221,12.59,29.42,110.2,58.32,81,52.19,2.603,2.92,0.617,1.575,306.4,0
14/07/2022 03:10:00,222,12.57,29.72,123.5,59.13,80.7,40.87,25.62,2.813,0.559,1.453,302.8,0
14/07/2022 03:20:00,223,12.57,29.05,115.7,65.5,82.4,42.37,4.816,2.803,0.823,1.892,293.3,0
14/07/2022 03:30:00,224,12.55,29.62,123.5,62.64,86.2,46.44,5.499,3.322,0.5,1.694,313.1,0
14/07/2022 03:40:00,225,12.55,26.84,115.2,63.59,82.3,49.47,4.477,2.136,0.47,1.306,314.4,0
14/07/2022 03:50:00,226,12.53,26.96,120.3,57.04,81.6,50.88,6.927,3.097,0.549,1.824,317.3,0
14/07/2022 04:00:00,227,12.53,29.12,103.2,59.88,80.8,63.16,2.57,3.048,0.892,1.8,325.6,0
14/07/2022 04:10:00,228,12.52,28.99,116.3,62.03,80.9,60.89,11.76,3.469,0.735,2.205,326.8,0
14/07/2022 04:20:00,229,12.51,28.95,110.9,57.54,81.2,51,3.489,3.802,1.166,2.364,299.9,0
